SUBJECT;LABEL;DICE;HDRFDST;JACRD;PRCISON;SNSVTY
122317;Amygdala;0.5122338204592902;13.0;0.34429726088908846;0.3539526832083093;0.9265861027190332
122317;GreyMatter;0.7108684846823566;2.23606797749979;0.5514320891512748;0.5631536095631514;0.9636274133402263
122317;Hippocampus;0.48423058599333013;12.083045973594572;0.31946190595926577;0.32130663856691255;0.9823453608247422
122317;Thalamus;0.6914448709974907;7.280109889280518;0.5284033172714458;0.5300887865833608;0.994018622433249
122317;WhiteMatter;0.836539206815199;3.0;0.71900936560595;0.7383928749878929;0.9647761421890819
122317-PP;Amygdala;0.5390878053050863;12.884098726725126;0.36900767018216685;0.37951435966966596;0.9302114803625378
122317-PP;GreyMatter;0.7018730492662655;2.8284271247461903;0.5406813631513843;0.5508430259939782;0.9670067548817991
122317-PP;Hippocampus;0.4982078853046595;12.041594578792296;0.3317422434367542;0.33340601831661576;0.9851804123711341
122317-PP;Thalamus;0.703264612300048;6.4031242374328485;0.5423347114382709;0.5438336310627254;0.9949435777270765
122317-PP;WhiteMatter;0.8358443265771357;2.23606797749979;0.7179832952405552;0.7398687753396676;0.9604311633213878
122620;Amygdala;0.5336426914153132;12.806248474865697;0.3639240506329114;0.3681570803542845;0.9693734194998596
122620;GreyMatter;0.7151847029520222;3.1622776601683795;0.5566439818978242;0.5660087413988769;0.971134740735647
122620;Hippocampus;0.4902289828398203;13.152946437965905;0.32470419505198994;0.33299014560964846;0.9288205128205128
122620;Thalamus;0.706685292356815;6.164414002968976;0.5464140229601284;0.551056611994647;0.9848156182212582
122620;WhiteMatter;0.808774865216583;2.8284271247461903;0.6789437542917786;0.6954921984141038;0.9661411888508504
122620-PP;Amygdala;0.5615315973067251;12.884098726725126;0.3903676968193097;0.3947308394160584;0.972464175330149
122620-PP;GreyMatter;0.7065004386863576;3.1622776601683795;0.5461930253527534;0.5544681824835125;0.9734021954317936
122620-PP;Hippocampus;0.5050320725503207;13.114877048604;0.33782134270390235;0.3457112574759634;0.9367179487179487
122620-PP;Thalamus;0.7155245432178438;5.385164807134504;0.5570558311875903;0.561268073528016;0.9867067133878413
122620-PP;WhiteMatter;0.8069826008420027;2.449489742783178;0.6764214850609482;0.6951897458528601;0.9616198474360463
123117;Amygdala;0.4669254658385093;12.12435565298214;0.30456801377494175;0.3096488518175265;0.9488797727989903
123117;GreyMatter;0.6975292948754066;3.605551275463989;0.5355431735477547;0.5418102362440064;0.9788581919443984
123117;Hippocampus;0.46698821854985373;12.083045973594572;0.3046214153084382;0.30627484874675887;0.982586512866016
123117;Thalamus;0.6628082917234075;8.246211251235321;0.49567185289957566;0.49772753096239064;0.9917364727190401
123117;WhiteMatter;0.8470231399399526;3.7416573867739413;0.7346401903467857;0.7676993263463522;0.9446284504388396
123117-PP;Amygdala;0.4888528577219295;12.529964086141668;0.32349785407725323;0.3289330133100589;0.9514042284632376
123117-PP;GreyMatter;0.6906418230973859;3.1622776601683795;0.527465925886797;0.5325928831019426;0.9820768070720823
123117-PP;Hippocampus;0.4761061946902655;11.704699910719626;0.3124274099883856;0.3139633585626371;0.9845829636202307
123117-PP;Thalamus;0.6717370064560624;6.0;0.5057259064816685;0.5077177029335959;0.9923024677382839
123117-PP;WhiteMatter;0.8454656941617081;2.8284271247461903;0.73230019228214;0.7687741902382869;0.939153972864611
123925;Amygdala;0.4852277227722772;11.661903789690601;0.32033047479606774;0.33113513513513515;0.9075555555555556
123925;GreyMatter;0.6951897445910884;2.23606797749979;0.5327899146326255;0.5421013958628199;0.9687678439278595
123925;Hippocampus;0.47841927505784115;12.727922061357855;0.31442253914988816;0.3155365348861683;0.988896218117854
123925;Thalamus;0.7211301264261486;6.164414002968976;0.5638807679556346;0.5666818112978949;0.9913103375192074
123925;WhiteMatter;0.8331854186972237;3.1622776601683795;0.7140683978828515;0.733669776746714;0.9639343600915812
123925-PP;Amygdala;0.5039239983477901;11.575836902790225;0.3368304803975704;0.34936998854524626;0.9037037037037037
123925-PP;GreyMatter;0.6876189214006456;3.0;0.5239476037969936;0.5315941056462037;0.9732802318654158
123925-PP;Hippocampus;0.4893923342297558;12.328828005937952;0.32397050890127677;0.32499909802648197;0.990325417766051
123925-PP;Thalamus;0.726324564294438;5.744562646538029;0.5702587519025876;0.5726994802812595;0.9925819954432258
123925-PP;WhiteMatter;0.832358229326614;2.8284271247461903;0.7128541049422957;0.7349494762213776;0.9595328149111925
124422;Amygdala;0.5618536661223855;10.770329614269007;0.3906790657439446;0.39447537940823235;0.9759589411129119
124422;GreyMatter;0.6920948547529314;2.23606797749979;0.5291628810147329;0.5479712348999943;0.9390870667459685
124422;Hippocampus;0.49345667870036103;11.0;0.32754230942039836;0.3306497335298787;0.9721080120013335
124422;Thalamus;0.7521283632406598;5.385164807134504;0.6027289515081048;0.6094398340248963;0.9820582827213462
124422;WhiteMatter;0.7864742651330312;3.0;0.6480903062342123;0.6571451648477957;0.9791815659072972
124422-PP;Amygdala;0.5926046853318097;10.295630140987;0.4210648416657;0.42461106562171014;0.9805510534846029
124422-PP;GreyMatter;0.6872788863388087;2.8284271247461903;0.5235528545907071;0.5388635003811083;0.9485242539267275
124422-PP;Hippocampus;0.5052758343846772;11.180339887498949;0.3380395165931325;0.340495420643815;0.9791087898655406
124422-PP;Thalamus;0.7619745950958614;4.58257569495584;0.6154757342438073;0.6215607627893885;0.9843427870953363
124422-PP;WhiteMatter;0.7879222695965891;2.449489742783178;0.650059191611703;0.6594383159772856;0.978589067949795
